locationtext,detectorid,starttime,volume,speed,length
Foster NB,1361,2011-09-22 17:49:20,14,60,1.6
Foster NB,1361,2011-09-22 17:49:40,8,48,1.6
Foster NB,1361,2011-09-22 17:50:00,10,64,1.6
Foster NB,1361,2011-09-22 17:50:20,9,67,1.6
Foster NB,1361,2011-09-22 17:50:40,8,55,1.6
Foster NB,1361,2011-09-22 17:51:00,10,65,1.6
Foster NB,1361,2011-09-22 17:51:20,5,68,1.6
Foster NB,1361,2011-09-22 17:51:40,12,59,1.6
Foster NB,1361,2011-09-22 17:52:00,0,,1.6
Foster NB,1361,2011-09-22 17:52:20,11,63,1.6
Foster NB,1361,2011-09-22 17:52:40,14,59,1.6
Foster NB,1361,2011-09-22 17:53:00,6,63,1.6
Foster NB,1361,2011-09-22 17:53:20,0,,1.6
Foster NB,1361,2011-09-22 17:53:40,5,78,1.6
Foster NB,1361,2011-09-22 17:54:00,3,78,1.6
Foster NB,1361,2011-09-22 17:54:20,8,47,1.6
Foster NB,1361,2011-09-22 17:54:40,13,58,1.6
Foster NB,1361,2011-09-22 17:55:00,9,57,1.6
Foster NB,1361,2011-09-22 17:55:20,15,57,1.6
Foster NB,1361,2011-09-22 17:55:40,7,63,1.6
Foster NB,1361,2011-09-22 17:56:00,0,,1.6
Foster NB,1361,2011-09-22 17:56:20,10,63,1.6
Foster NB,1361,2011-09-22 17:56:40,10,66,1.6
Foster NB,1361,2011-09-22 17:57:00,4,84,1.6
Foster NB,1361,2011-09-22 17:57:20,9,57,1.6
Foster NB,1361,2011-09-22 17:57:40,8,69,1.6
Foster NB,1361,2011-09-22 17:58:00,11,65,1.6
Foster NB,1361,2011-09-22 17:58:20,4,60,1.6
Foster NB,1361,2011-09-22 17:58:40,7,58,1.6
Foster NB,1361,2011-09-22 17:59:00,4,84,1.6
Foster NB,1361,2011-09-22 17:59:20,0,,1.6
Foster NB,1361,2011-09-22 17:59:40,0,,1.6
Foster NB,1361,2011-09-22 18:00:00,11,56,1.6
Foster NB,1361,2011-09-22 18:00:20,11,44,1.6
Foster NB,1361,2011-09-22 18:00:40,9,52,1.6
Foster NB,1361,2011-09-22 18:01:00,9,52,1.6
Foster NB,1361,2011-09-22 18:01:20,5,70,1.6
Foster NB,1361,2011-09-22 18:01:40,7,56,1.6
Foster NB,1361,2011-09-22 18:02:00,7,64,1.6
Foster NB,1361,2011-09-22 18:02:20,10,61,1.6
Foster NB,1361,2011-09-22 18:02:40,5,52,1.6
Foster NB,1361,2011-09-22 18:03:00,5,52,1.6
Foster NB,1361,2011-09-22 18:03:20,12,66,1.6
Foster NB,1361,2011-09-22 18:03:40,16,62,1.6
Foster NB,1361,2011-09-22 18:04:00,8,55,1.6
Foster NB,1361,2011-09-22 18:04:20,11,55,1.6
Foster NB,1361,2011-09-22 18:04:40,10,56,1.6
Foster NB,1361,2011-09-22 18:05:00,11,52,1.6
Foster NB,1361,2011-09-22 18:05:20,10,63,1.6
Foster NB,1361,2011-09-22 18:05:40,8,62,1.6
Foster NB,1361,2011-09-22 18:06:00,8,68,1.6
Foster NB,1361,2011-09-22 18:06:20,4,61,1.6
Foster NB,1361,2011-09-22 18:06:40,11,66,1.6
Foster NB,1361,2011-09-22 18:07:00,4,60,1.6
Foster NB,1361,2011-09-22 18:07:20,5,69,1.6
Foster NB,1361,2011-09-22 18:07:40,8,50,1.6
Foster NB,1361,2011-09-22 18:08:00,6,77,1.6
Foster NB,1361,2011-09-22 18:08:20,5,74,1.6
Foster NB,1361,2011-09-22 18:08:40,12,57,1.6
Foster NB,1361,2011-09-22 18:09:00,8,62,1.6
Foster NB,1361,2011-09-22 18:09:20,7,61,1.6
Foster NB,1361,2011-09-22 18:09:40,6,69,1.6
Foster NB,1361,2011-09-22 18:10:00,12,54,1.6
Foster NB,1361,2011-09-22 18:10:20,12,54,1.6
Foster NB,1361,2011-09-22 18:10:40,14,52,1.6
Foster NB,1361,2011-09-22 18:11:00,14,54,1.6
Foster NB,1361,2011-09-22 18:11:20,14,54,1.6
Foster NB,1361,2011-09-22 18:11:40,7,48,1.6
Foster NB,1361,2011-09-22 18:12:00,8,62,1.6
Foster NB,1361,2011-09-22 18:12:20,12,64,1.6
Foster NB,1361,2011-09-22 18:12:40,14,56,1.6
Foster NB,1361,2011-09-22 18:13:00,13,63,1.6
Foster NB,1361,2011-09-22 18:13:20,12,58,1.6
Foster NB,1361,2011-09-22 18:13:40,13,62,1.6
Foster NB,1361,2011-09-22 18:14:00,13,67,1.6
Foster NB,1361,2011-09-22 18:14:20,10,57,1.6
Foster NB,1361,2011-09-22 18:14:40,3,55,1.6
Foster NB,1361,2011-09-22 18:15:00,4,49,1.6
Foster NB,1361,2011-09-22 18:15:20,15,61,1.6
Foster NB,1361,2011-09-22 18:15:40,7,58,1.6
Foster NB,1361,2011-09-22 18:16:00,11,63,1.6
Foster NB,1361,2011-09-22 18:16:20,11,63,1.6
Foster NB,1361,2011-09-22 18:16:40,12,57,1.6
Foster NB,1361,2011-09-22 18:17:00,7,57,1.6
Foster NB,1361,2011-09-22 18:17:20,9,66,1.6
Foster NB,1361,2011-09-22 18:17:40,7,52,1.6
Foster NB,1361,2011-09-22 18:18:00,12,65,1.6
Foster NB,1361,2011-09-22 18:18:20,10,50,1.6
Foster NB,1361,2011-09-22 18:18:40,10,50,1.6
Foster NB,1361,2011-09-22 18:19:00,13,61,1.6
Foster NB,1361,2011-09-22 18:19:20,6,64,1.6
Foster NB,1361,2011-09-22 18:19:40,16,55,1.6
Foster NB,1361,2011-09-22 18:20:00,,,1.6
Foster NB,1361,2011-09-22 18:20:20,7,62,1.6
Foster NB,1361,2011-09-22 18:20:40,12,56,1.6
Foster NB,1361,2011-09-22 18:21:00,5,54,1.6
Foster NB,1361,2011-09-22 18:21:20,5,54,1.6
Foster NB,1361,2011-09-22 18:21:40,11,58,1.6
Foster NB,1361,2011-09-22 18:22:00,15,71,1.6
Foster NB,1361,2011-09-22 18:22:20,6,63,1.6
Foster NB,1361,2011-09-22 18:22:40,6,79,1.6
Foster NB,1361,2011-09-22 18:23:00,9,63,1.6
Foster NB,1361,2011-09-22 18:23:20,9,57,1.6
Foster NB,1361,2011-09-22 18:23:40,5,62,1.6
Foster NB,1361,2011-09-22 18:24:00,10,66,1.6
Foster NB,1361,2011-09-22 18:24:20,12,54,1.6
Foster NB,1361,2011-09-22 18:24:40,12,54,1.6
Foster NB,1361,2011-09-22 18:25:00,12,63,1.6
Foster NB,1361,2011-09-22 18:25:20,,,1.6
Foster NB,1361,2011-09-22 18:25:40,7,57,1.6
Foster NB,1361,2011-09-22 18:26:00,6,71,1.6
Foster NB,1361,2011-09-22 18:26:20,6,73,1.6
Foster NB,1361,2011-09-22 18:26:40,6,73,1.6
Foster NB,1361,2011-09-22 18:27:00,6,58,1.6
Foster NB,1361,2011-09-22 18:27:20,10,68,1.6
Foster NB,1361,2011-09-22 18:27:40,10,49,1.6
Foster NB,1361,2011-09-22 18:28:00,14,67,1.6
Foster NB,1361,2011-09-22 18:28:20,8,70,1.6
Foster NB,1361,2011-09-22 18:28:40,8,65,1.6
Foster NB,1361,2011-09-22 18:29:00,8,65,1.6
Foster NB,1361,2011-09-22 18:29:20,8,62,1.6
Foster NB,1361,2011-09-22 18:29:40,7,48,1.6
Foster NB,1361,2011-09-22 18:30:00,7,48,1.6
Foster NB,1361,2011-09-22 18:30:20,6,54,1.6
Foster NB,1361,2011-09-22 18:30:40,4,43,1.6
Foster NB,1361,2011-09-22 18:31:00,11,64,1.6
Foster NB,1361,2011-09-22 18:31:20,11,55,1.6
Foster NB,1361,2011-09-22 18:31:40,12,57,1.6
Foster NB,1361,2011-09-22 18:32:00,12,57,1.6
Foster NB,1361,2011-09-22 18:32:20,7,59,1.6
Foster NB,1361,2011-09-22 18:32:40,0,,1.6
Foster NB,1361,2011-09-22 18:33:00,0,,1.6
Foster NB,1361,2011-09-22 18:33:20,11,54,1.6
Foster NB,1361,2011-09-22 18:33:40,3,66,1.6
Foster NB,1361,2011-09-22 18:34:00,13,50,1.6
Foster NB,1361,2011-09-22 18:34:20,12,61,1.6
Foster NB,1361,2011-09-22 18:34:40,10,63,1.6
Foster NB,1361,2011-09-22 18:35:00,8,66,1.6
Foster NB,1361,2011-09-22 18:35:20,4,51,1.6
Foster NB,1361,2011-09-22 18:35:40,4,51,1.6
Foster NB,1361,2011-09-22 18:36:00,9,55,1.6
Foster NB,1361,2011-09-22 18:36:20,14,54,1.6
Foster NB,1361,2011-09-22 18:36:40,14,55,1.6
Foster NB,1361,2011-09-22 18:37:00,11,54,1.6
Foster NB,1361,2011-09-22 18:37:20,3,47,1.6
Foster NB,1361,2011-09-22 18:37:40,3,56,1.6
Foster NB,1361,2011-09-22 18:38:00,11,57,1.6
Foster NB,1361,2011-09-22 18:38:20,12,57,1.6
Foster NB,1361,2011-09-22 18:38:40,12,58,1.6
Foster NB,1361,2011-09-22 18:39:00,15,54,1.6
Foster NB,1361,2011-09-22 18:39:20,7,59,1.6
Foster NB,1361,2011-09-22 18:39:40,12,61,1.6
Foster NB,1361,2011-09-22 18:40:00,14,51,1.6
Foster NB,1361,2011-09-22 18:40:20,13,52,1.6
Foster NB,1361,2011-09-22 18:40:40,7,54,1.6
Foster NB,1361,2011-09-22 18:41:00,5,71,1.6
Foster NB,1361,2011-09-22 18:41:20,,,1.6
Foster NB,1361,2011-09-22 18:41:40,12,61,1.6
Foster NB,1361,2011-09-22 18:42:00,5,54,1.6
Foster NB,1361,2011-09-22 18:42:20,9,58,1.6
Foster NB,1361,2011-09-22 18:42:40,3,66,1.6
Foster NB,1361,2011-09-22 18:43:00,5,67,1.6
Foster NB,1361,2011-09-22 18:43:20,7,65,1.6
Foster NB,1361,2011-09-22 18:43:40,10,63,1.6
Foster NB,1361,2011-09-22 18:44:00,12,48,1.6
Foster NB,1361,2011-09-22 18:44:20,12,45,1.6
Foster NB,1361,2011-09-22 18:44:40,11,37,1.6
Foster NB,1361,2011-09-22 18:45:00,13,44,1.6
Foster NB,1361,2011-09-22 18:45:20,8,36,1.6
Foster NB,1361,2011-09-22 18:45:40,6,56,1.6
Foster NB,1361,2011-09-22 18:46:00,9,72,1.6
Foster NB,1361,2011-09-22 18:46:20,10,65,1.6
Foster NB,1361,2011-09-22 18:46:40,9,66,1.6
Foster NB,1361,2011-09-22 18:47:00,7,55,1.6
Foster NB,1361,2011-09-22 18:47:20,6,57,1.6
Foster NB,1361,2011-09-22 18:47:40,14,72,1.6
Foster NB,1361,2011-09-22 18:48:00,12,53,1.6
Foster NB,1361,2011-09-22 18:48:20,3,65,1.6
Foster NB,1361,2011-09-22 18:48:40,4,74,1.6
Foster NB,1361,2011-09-22 18:49:00,9,63,1.6
Foster NB,1361,2011-09-22 18:49:20,10,55,1.6
Foster NB,1361,2011-09-22 18:49:40,11,56,1.6
Foster NB,1361,2011-09-22 18:50:00,8,65,1.6
Foster NB,1361,2011-09-22 18:50:20,8,76,1.6
Foster NB,1361,2011-09-22 18:50:40,8,61,1.6
Foster NB,1361,2011-09-22 18:51:00,8,71,1.6
Foster NB,1361,2011-09-22 18:51:20,9,56,1.6
Foster NB,1361,2011-09-22 18:51:40,8,68,1.6
Foster NB,1361,2011-09-22 18:52:00,4,52,1.6
Foster NB,1361,2011-09-22 18:52:20,4,54,1.6
Foster NB,1361,2011-09-22 18:52:40,3,64,1.6
Foster NB,1361,2011-09-22 18:53:00,13,64,1.6
Foster NB,1361,2011-09-22 18:53:20,8,76,1.6
Foster NB,1361,2011-09-22 18:53:40,5,61,1.6
Foster NB,1361,2011-09-22 18:54:00,6,59,1.6
Foster NB,1361,2011-09-22 18:54:20,14,59,1.6
Foster NB,1361,2011-09-22 18:54:40,14,58,1.6
Foster NB,1361,2011-09-22 18:55:00,13,51,1.6
Foster NB,1361,2011-09-22 18:55:20,13,70,1.6
Foster NB,1361,2011-09-22 18:55:40,12,62,1.6
Foster NB,1361,2011-09-22 18:56:00,2,65,1.6
Foster NB,1361,2011-09-22 18:56:20,5,44,1.6
Foster NB,1361,2011-09-22 18:56:40,7,50,1.6
Foster NB,1361,2011-09-22 18:57:00,8,68,1.6
Foster NB,1361,2011-09-22 18:57:20,8,66,1.6
Foster NB,1361,2011-09-22 18:57:40,7,84,1.6
Foster NB,1361,2011-09-22 18:58:00,11,69,1.6
Foster NB,1361,2011-09-22 18:58:20,6,67,1.6
Foster NB,1361,2011-09-22 18:58:40,6,61,1.6
Foster NB,1361,2011-09-22 18:59:00,3,40,1.6
Foster NB,1361,2011-09-22 18:59:20,4,56,1.6
Foster NB,1361,2011-09-22 18:59:40,5,67,1.6
Foster NB,1361,2011-09-22 19:00:00,9,75,1.6
Foster NB,1361,2011-09-22 19:00:20,13,53,1.6
Foster NB,1361,2011-09-22 19:00:40,12,65,1.6
Foster NB,1361,2011-09-22 19:01:00,6,55,1.6
Foster NB,1361,2011-09-22 19:01:20,11,59,1.6
Foster NB,1361,2011-09-22 19:01:40,5,60,1.6
Foster NB,1361,2011-09-22 19:02:00,8,61,1.6
Foster NB,1361,2011-09-22 19:02:20,5,64,1.6
Foster NB,1361,2011-09-22 19:02:40,5,68,1.6
Foster NB,1361,2011-09-22 19:03:00,3,71,1.6
Foster NB,1361,2011-09-22 19:03:20,6,72,1.6
Foster NB,1361,2011-09-22 19:03:40,8,75,1.6
Foster NB,1361,2011-09-22 19:04:00,7,59,1.6
Foster NB,1361,2011-09-22 19:04:20,7,69,1.6
Foster NB,1361,2011-09-22 19:04:40,4,53,1.6
Foster NB,1361,2011-09-22 19:05:00,2,65,1.6
Foster NB,1361,2011-09-22 19:05:20,4,77,1.6
Foster NB,1361,2011-09-22 19:05:40,5,50,1.6
Foster NB,1361,2011-09-22 19:06:00,9,59,1.6
Foster NB,1361,2011-09-22 19:06:20,9,62,1.6
Foster NB,1361,2011-09-22 19:06:40,6,58,1.6
Foster NB,1361,2011-09-22 19:07:00,10,65,1.6
Foster NB,1361,2011-09-22 19:07:20,7,63,1.6
Foster NB,1361,2011-09-22 19:07:40,4,50,1.6
Foster NB,1361,2011-09-22 19:08:00,1,67,1.6
Foster NB,1361,2011-09-22 19:08:20,2,59,1.6
Foster NB,1361,2011-09-22 19:08:40,8,66,1.6
Foster NB,1361,2011-09-22 19:09:00,5,57,1.6
Foster NB,1361,2011-09-22 19:09:20,5,62,1.6
Foster NB,1361,2011-09-22 19:09:40,5,65,1.6
Foster NB,1361,2011-09-22 19:10:00,2,94,1.6
Foster NB,1361,2011-09-22 19:10:20,10,58,1.6
Foster NB,1361,2011-09-22 19:10:40,4,65,1.6
Foster NB,1361,2011-09-22 19:11:00,10,57,1.6
Foster NB,1361,2011-09-22 19:11:20,7,51,1.6
Foster NB,1361,2011-09-22 19:11:40,4,53,1.6
Foster NB,1361,2011-09-22 19:12:00,5,69,1.6
Foster NB,1361,2011-09-22 19:12:20,10,65,1.6
Foster NB,1361,2011-09-22 19:12:40,5,67,1.6
Foster NB,1361,2011-09-22 19:13:00,2,82,1.6
Foster NB,1361,2011-09-22 19:13:20,1,63,1.6
Foster NB,1361,2011-09-22 19:13:40,7,59,1.6
Foster NB,1361,2011-09-22 19:14:00,6,58,1.6
Foster NB,1361,2011-09-22 19:14:20,7,64,1.6
Foster NB,1361,2011-09-22 19:14:40,6,62,1.6
Foster NB,1361,2011-09-22 19:15:00,6,72,1.6
Foster NB,1361,2011-09-22 19:15:20,6,64,1.6
Foster NB,1361,2011-09-22 19:15:40,8,57,1.6
Foster NB,1361,2011-09-22 19:16:00,3,62,1.6
Foster NB,1361,2011-09-22 19:16:20,8,58,1.6
Foster NB,1361,2011-09-22 19:16:40,8,65,1.6
Foster NB,1361,2011-09-22 19:17:00,2,57,1.6
Foster NB,1361,2011-09-22 19:17:20,4,52,1.6
Foster NB,1361,2011-09-22 19:17:40,5,63,1.6
Foster NB,1361,2011-09-22 19:18:00,10,63,1.6
Foster NB,1361,2011-09-22 19:18:20,8,60,1.6
Foster NB,1361,2011-09-22 19:18:40,1,64,1.6
Foster NB,1361,2011-09-22 19:19:00,6,61,1.6
Foster NB,1361,2011-09-22 19:19:20,5,47,1.6
Foster NB,1361,2011-09-22 19:19:40,10,65,1.6
Foster NB,1361,2011-09-22 19:20:00,5,65,1.6
Foster NB,1361,2011-09-22 19:20:20,6,73,1.6
Foster NB,1361,2011-09-22 19:20:40,10,59,1.6
Foster NB,1361,2011-09-22 19:21:00,5,63,1.6
Foster NB,1361,2011-09-22 19:21:20,3,70,1.6
Foster NB,1361,2011-09-22 19:21:40,4,61,1.6
Foster NB,1361,2011-09-22 19:22:00,2,47,1.6
Foster NB,1361,2011-09-22 19:22:20,5,62,1.6
Foster NB,1361,2011-09-22 19:22:40,10,64,1.6
Foster NB,1361,2011-09-22 19:23:00,8,59,1.6
Foster NB,1361,2011-09-22 19:23:20,2,46,1.6
Foster NB,1361,2011-09-22 19:23:40,4,63,1.6
Foster NB,1361,2011-09-22 19:24:00,9,55,1.6
Foster NB,1361,2011-09-22 19:24:20,5,60,1.6
Foster NB,1361,2011-09-22 19:24:40,6,52,1.6
Foster NB,1361,2011-09-22 19:25:00,5,60,1.6
Foster NB,1361,2011-09-22 19:25:20,8,62,1.6
Foster NB,1361,2011-09-22 19:25:40,8,60,1.6
Foster NB,1361,2011-09-22 19:26:00,4,62,1.6
Foster NB,1361,2011-09-22 19:26:20,7,70,1.6
Foster NB,1361,2011-09-22 19:26:40,4,64,1.6
Foster NB,1361,2011-09-22 19:27:00,5,55,1.6
Foster NB,1361,2011-09-22 19:27:20,5,73,1.6
Foster NB,1361,2011-09-22 19:27:40,8,68,1.6
Foster NB,1361,2011-09-22 19:28:00,12,71,1.6
Foster NB,1361,2011-09-22 19:28:20,6,67,1.6
Foster NB,1361,2011-09-22 19:28:40,3,74,1.6
Foster NB,1361,2011-09-22 19:29:00,4,52,1.6
Foster NB,1361,2011-09-22 19:29:20,5,58,1.6
Foster NB,1361,2011-09-22 19:29:40,4,59,1.6
Foster NB,1361,2011-09-22 19:30:00,8,60,1.6
Foster NB,1361,2011-09-22 19:30:20,10,55,1.6
Foster NB,1361,2011-09-22 19:30:40,9,73,1.6
Foster NB,1361,2011-09-22 19:31:00,6,56,1.6
Foster NB,1361,2011-09-22 19:31:20,4,73,1.6
Foster NB,1361,2011-09-22 19:31:40,6,59,1.6
Foster NB,1361,2011-09-22 19:32:00,2,58,1.6
Foster NB,1361,2011-09-22 19:32:20,5,53,1.6
Foster NB,1361,2011-09-22 19:32:40,8,49,1.6
Foster NB,1361,2011-09-22 19:33:00,4,67,1.6
Foster NB,1361,2011-09-22 19:33:20,4,51,1.6
Foster NB,1361,2011-09-22 19:33:40,8,65,1.6
Foster NB,1361,2011-09-22 19:34:00,1,67,1.6
Foster NB,1361,2011-09-22 19:34:20,3,82,1.6
Foster NB,1361,2011-09-22 19:34:40,8,57,1.6
Foster NB,1361,2011-09-22 19:35:00,0,,1.6
Foster NB,1361,2011-09-22 19:35:20,7,54,1.6
Foster NB,1361,2011-09-22 19:35:40,5,64,1.6
Foster NB,1361,2011-09-22 19:36:00,7,59,1.6
Foster NB,1361,2011-09-22 19:36:20,4,68,1.6
Foster NB,1361,2011-09-22 19:36:40,5,65,1.6
Foster NB,1361,2011-09-22 19:37:00,6,67,1.6
Foster NB,1361,2011-09-22 19:37:20,5,51,1.6
Foster NB,1361,2011-09-22 19:37:40,5,60,1.6
Foster NB,1361,2011-09-22 19:38:00,2,58,1.6
Foster NB,1361,2011-09-22 19:38:20,8,54,1.6
Foster NB,1361,2011-09-22 19:38:40,6,57,1.6
Foster NB,1361,2011-09-22 19:39:00,2,71,1.6
Foster NB,1361,2011-09-22 19:39:20,3,60,1.6
Foster NB,1361,2011-09-22 19:39:40,2,58,1.6
Foster NB,1361,2011-09-22 19:40:00,2,64,1.6
Foster NB,1361,2011-09-22 19:40:20,9,69,1.6
Foster NB,1361,2011-09-22 19:40:40,9,64,1.6
Foster NB,1361,2011-09-22 19:41:00,5,63,1.6
Foster NB,1361,2011-09-22 19:41:20,4,79,1.6
Foster NB,1361,2011-09-22 19:41:40,4,73,1.6
Foster NB,1361,2011-09-22 19:42:00,2,64,1.6
Foster NB,1361,2011-09-22 19:42:20,13,55,1.6
Foster NB,1361,2011-09-22 19:42:40,11,64,1.6
Foster NB,1361,2011-09-22 19:43:00,8,52,1.6
Foster NB,1361,2011-09-22 19:43:20,8,73,1.6
Foster NB,1361,2011-09-22 19:43:40,7,53,1.6
Foster NB,1361,2011-09-22 19:44:00,6,56,1.6
Foster NB,1361,2011-09-22 19:44:20,2,59,1.6
Foster NB,1361,2011-09-22 19:44:40,4,81,1.6
Foster NB,1361,2011-09-22 19:45:00,3,44,1.6
Foster NB,1361,2011-09-22 19:45:20,8,58,1.6
Foster NB,1361,2011-09-22 19:45:40,11,75,1.6
Foster NB,1361,2011-09-22 19:46:00,3,67,1.6
Foster NB,1361,2011-09-22 19:46:20,5,61,1.6
Foster NB,1361,2011-09-22 19:46:40,6,64,1.6
Foster NB,1361,2011-09-22 19:47:00,10,57,1.6
Foster NB,1361,2011-09-22 19:47:20,7,59,1.6
Foster NB,1361,2011-09-22 19:47:40,12,63,1.6
Foster NB,1361,2011-09-22 19:48:00,3,60,1.6
Foster NB,1361,2011-09-22 19:48:20,10,61,1.6
Foster NB,1361,2011-09-22 19:48:40,1,105,1.6
Foster NB,1361,2011-09-22 19:49:00,1,51,1.6
Foster NB,1361,2011-09-22 19:49:20,10,59,1.6
Foster NB,1361,2011-09-22 19:49:40,4,61,1.6
Foster NB,1361,2011-09-22 19:50:00,3,67,1.6
Foster NB,1361,2011-09-22 19:50:20,0,,1.6
Foster NB,1361,2011-09-22 19:50:40,5,71,1.6
Foster NB,1361,2011-09-22 19:51:00,7,57,1.6
Foster NB,1361,2011-09-22 19:51:20,2,65,1.6
Foster NB,1361,2011-09-22 19:51:40,3,66,1.6
Foster NB,1361,2011-09-22 19:52:00,4,65,1.6
Foster NB,1361,2011-09-22 19:52:20,1,68,1.6
Foster NB,1361,2011-09-22 19:52:40,4,67,1.6
Foster NB,1361,2011-09-22 19:53:00,9,54,1.6
Foster NB,1361,2011-09-22 19:53:20,2,64,1.6
Foster NB,1361,2011-09-22 19:53:40,4,64,1.6
Foster NB,1361,2011-09-22 19:54:00,10,54,1.6
Foster NB,1361,2011-09-22 19:54:20,12,53,1.6
Foster NB,1361,2011-09-22 19:54:40,7,57,1.6
Foster NB,1361,2011-09-22 19:55:00,1,67,1.6
Foster NB,1361,2011-09-22 19:55:20,7,65,1.6
Foster NB,1361,2011-09-22 19:55:40,5,64,1.6
Foster NB,1361,2011-09-22 19:56:00,9,62,1.6
Foster NB,1361,2011-09-22 19:56:20,3,64,1.6
Foster NB,1361,2011-09-22 19:56:40,2,95,1.6
Foster NB,1361,2011-09-22 19:57:00,3,60,1.6
Foster NB,1361,2011-09-22 19:57:20,5,69,1.6
Foster NB,1361,2011-09-22 19:57:40,3,64,1.6
Foster NB,1361,2011-09-22 19:58:00,4,60,1.6
Foster NB,1361,2011-09-22 19:58:20,1,68,1.6
Foster NB,1361,2011-09-22 19:58:40,6,60,1.6
Foster NB,1361,2011-09-22 19:59:00,5,50,1.6
Foster NB,1361,2011-09-22 19:59:20,0,,1.6
Foster NB,1361,2011-09-22 19:59:40,4,66,1.6
Foster NB,1361,2011-09-22 20:00:00,2,58,1.6
Foster NB,1361,2011-09-22 20:00:20,4,67,1.6
Foster NB,1361,2011-09-22 20:00:40,8,56,1.6
Foster NB,1361,2011-09-22 20:01:00,6,70,1.6
Foster NB,1361,2011-09-22 20:01:20,5,53,1.6
Foster NB,1361,2011-09-22 20:01:40,1,49,1.6
Foster NB,1361,2011-09-22 20:02:00,6,71,1.6
Foster NB,1361,2011-09-22 20:02:20,4,55,1.6
Foster NB,1361,2011-09-22 20:02:40,3,59,1.6
Foster NB,1361,2011-09-22 20:03:00,2,66,1.6
Foster NB,1361,2011-09-22 20:03:20,2,68,1.6
Foster NB,1361,2011-09-22 20:03:40,6,68,1.6
Foster NB,1361,2011-09-22 20:04:00,3,52,1.6
Foster NB,1361,2011-09-22 20:04:20,3,63,1.6
Foster NB,1361,2011-09-22 20:04:40,1,0,1.6
Foster NB,1361,2011-09-22 20:05:00,4,53,1.6
Foster NB,1361,2011-09-22 20:05:20,9,59,1.6
Foster NB,1361,2011-09-22 20:05:40,4,60,1.6
Foster NB,1361,2011-09-22 20:06:00,1,66,1.6
Foster NB,1361,2011-09-22 20:06:20,6,54,1.6
Foster NB,1361,2011-09-22 20:06:40,7,69,1.6
Foster NB,1361,2011-09-22 20:07:00,3,61,1.6
Foster NB,1361,2011-09-22 20:07:20,7,61,1.6
Foster NB,1361,2011-09-22 20:07:40,9,66,1.6
Foster NB,1361,2011-09-22 20:08:00,3,54,1.6
Foster NB,1361,2011-09-22 20:08:20,1,68,1.6
Foster NB,1361,2011-09-22 20:08:40,7,64,1.6
Foster NB,1361,2011-09-22 20:09:00,5,62,1.6
Foster NB,1361,2011-09-22 20:09:20,3,79,1.6
Foster NB,1361,2011-09-22 20:09:40,3,68,1.6
Foster NB,1361,2011-09-22 20:10:00,2,49,1.6
Foster NB,1361,2011-09-22 20:10:20,1,96,1.6
Foster NB,1361,2011-09-22 20:10:40,5,63,1.6
Foster NB,1361,2011-09-22 20:11:00,5,60,1.6
Foster NB,1361,2011-09-22 20:11:20,5,65,1.6
Foster NB,1361,2011-09-22 20:11:40,3,53,1.6
Foster NB,1361,2011-09-22 20:12:00,6,67,1.6
Foster NB,1361,2011-09-22 20:12:20,3,60,1.6
Foster NB,1361,2011-09-22 20:12:40,3,67,1.6
Foster NB,1361,2011-09-22 20:13:00,5,65,1.6
Foster NB,1361,2011-09-22 20:13:20,1,68,1.6
Foster NB,1361,2011-09-22 20:13:40,3,45,1.6
Foster NB,1361,2011-09-22 20:14:00,0,,1.6
Foster NB,1361,2011-09-22 20:14:20,8,65,1.6
Foster NB,1361,2011-09-22 20:14:40,2,53,1.6
Foster NB,1361,2011-09-22 20:15:00,3,58,1.6
Foster NB,1361,2011-09-22 20:15:20,3,65,1.6
Foster NB,1361,2011-09-22 20:15:40,6,59,1.6
Foster NB,1361,2011-09-22 20:16:00,5,58,1.6
Foster NB,1361,2011-09-22 20:16:20,3,57,1.6
Foster NB,1361,2011-09-22 20:16:40,3,63,1.6
Foster NB,1361,2011-09-22 20:17:00,5,71,1.6
Foster NB,1361,2011-09-22 20:17:20,10,49,1.6
Foster NB,1361,2011-09-22 20:17:40,3,60,1.6
Foster NB,1361,2011-09-22 20:18:00,3,64,1.6
Foster NB,1361,2011-09-22 20:18:20,1,64,1.6
Foster NB,1361,2011-09-22 20:18:40,3,62,1.6
Foster NB,1361,2011-09-22 20:19:00,12,68,1.6
Foster NB,1361,2011-09-22 20:19:20,1,68,1.6
Foster NB,1361,2011-09-22 20:19:40,3,56,1.6
Foster NB,1361,2011-09-22 20:20:00,1,68,1.6
Foster NB,1361,2011-09-22 20:20:20,5,67,1.6
Foster NB,1361,2011-09-22 20:20:40,5,60,1.6
Foster NB,1361,2011-09-22 20:21:00,5,55,1.6
Foster NB,1361,2011-09-22 20:21:20,2,68,1.6
Foster NB,1361,2011-09-22 20:21:40,2,54,1.6
Foster NB,1361,2011-09-22 20:22:00,1,54,1.6
Foster NB,1361,2011-09-22 20:22:20,6,69,1.6
Foster NB,1361,2011-09-22 20:22:40,4,64,1.6
Foster NB,1361,2011-09-22 20:23:00,2,68,1.6
Foster NB,1361,2011-09-22 20:23:20,3,69,1.6
Foster NB,1361,2011-09-22 20:23:40,9,61,1.6
Foster NB,1361,2011-09-22 20:24:00,0,,1.6
Foster NB,1361,2011-09-22 20:24:20,0,,1.6
