locationtext,detectorid,starttime,volume,speed,length
Foster NB,1363,2011-09-22 04:00:40,,,1.6
Foster NB,1363,2011-09-22 04:01:00,1,64,1.6
Foster NB,1363,2011-09-22 04:01:20,2,63,1.6
Foster NB,1363,2011-09-22 04:01:40,1,69,1.6
Foster NB,1363,2011-09-22 04:02:00,1,96,1.6
Foster NB,1363,2011-09-22 04:02:20,1,0,1.6
Foster NB,1363,2011-09-22 04:02:40,1,50,1.6
Foster NB,1363,2011-09-22 04:03:00,0,,1.6
Foster NB,1363,2011-09-22 04:03:20,2,58,1.6
Foster NB,1363,2011-09-22 04:03:40,0,,1.6
Foster NB,1363,2011-09-22 04:04:00,1,50,1.6
Foster NB,1363,2011-09-22 04:04:20,1,67,1.6
Foster NB,1363,2011-09-22 04:04:40,0,,1.6
Foster NB,1363,2011-09-22 04:05:00,1,64,1.6
Foster NB,1363,2011-09-22 04:05:20,1,50,1.6
Foster NB,1363,2011-09-22 04:05:40,1,68,1.6
Foster NB,1363,2011-09-22 04:06:00,1,68,1.6
Foster NB,1363,2011-09-22 04:06:20,1,67,1.6
Foster NB,1363,2011-09-22 04:06:40,1,68,1.6
Foster NB,1363,2011-09-22 04:07:00,1,68,1.6
Foster NB,1363,2011-09-22 04:07:20,1,68,1.6
Foster NB,1363,2011-09-22 04:07:40,1,59,1.6
Foster NB,1363,2011-09-22 04:08:00,2,56,1.6
Foster NB,1363,2011-09-22 04:08:20,2,83,1.6
Foster NB,1363,2011-09-22 04:08:40,1,68,1.6
Foster NB,1363,2011-09-22 04:09:00,1,68,1.6
Foster NB,1363,2011-09-22 04:09:20,1,50,1.6
Foster NB,1363,2011-09-22 04:09:40,3,63,1.6
Foster NB,1363,2011-09-22 04:10:00,2,46,1.6
Foster NB,1363,2011-09-22 04:10:20,1,68,1.6
Foster NB,1363,2011-09-22 04:10:40,1,50,1.6
Foster NB,1363,2011-09-22 04:11:00,,,1.6
Foster NB,1363,2011-09-22 04:11:20,1,50,1.6
Foster NB,1363,2011-09-22 04:11:40,2,50,1.6
Foster NB,1363,2011-09-22 04:12:00,2,56,1.6
Foster NB,1363,2011-09-22 04:12:20,2,59,1.6
Foster NB,1363,2011-09-22 04:12:40,2,50,1.6
Foster NB,1363,2011-09-22 04:13:00,2,66,1.6
Foster NB,1363,2011-09-22 04:13:20,2,68,1.6
Foster NB,1363,2011-09-22 04:13:40,0,,1.6
Foster NB,1363,2011-09-22 04:14:00,3,59,1.6
Foster NB,1363,2011-09-22 04:14:20,1,50,1.6
Foster NB,1363,2011-09-22 04:14:40,2,67,1.6
Foster NB,1363,2011-09-22 04:15:00,2,33,1.6
Foster NB,1363,2011-09-22 04:15:20,0,,1.6
Foster NB,1363,2011-09-22 04:15:40,2,59,1.6
Foster NB,1363,2011-09-22 04:16:00,2,48,1.6
Foster NB,1363,2011-09-22 04:16:20,1,64,1.6
Foster NB,1363,2011-09-22 04:16:40,3,61,1.6
Foster NB,1363,2011-09-22 04:17:00,1,68,1.6
Foster NB,1363,2011-09-22 04:17:20,3,48,1.6
Foster NB,1363,2011-09-22 04:17:40,2,58,1.6
Foster NB,1363,2011-09-22 04:18:00,2,50,1.6
Foster NB,1363,2011-09-22 04:18:20,2,65,1.6
Foster NB,1363,2011-09-22 04:18:40,2,56,1.6
Foster NB,1363,2011-09-22 04:19:00,1,69,1.6
Foster NB,1363,2011-09-22 04:19:20,6,62,1.6
Foster NB,1363,2011-09-22 04:19:40,2,58,1.6
Foster NB,1363,2011-09-22 04:20:00,1,64,1.6
Foster NB,1363,2011-09-22 04:20:20,1,50,1.6
Foster NB,1363,2011-09-22 04:20:40,1,68,1.6
Foster NB,1363,2011-09-22 04:21:00,0,,1.6
Foster NB,1363,2011-09-22 04:21:20,0,,1.6
Foster NB,1363,2011-09-22 04:21:40,1,68,1.6
Foster NB,1363,2011-09-22 04:22:00,1,50,1.6
Foster NB,1363,2011-09-22 04:22:20,0,,1.6
Foster NB,1363,2011-09-22 04:22:40,0,,1.6
Foster NB,1363,2011-09-22 04:23:00,2,50,1.6
Foster NB,1363,2011-09-22 04:23:20,0,,1.6
Foster NB,1363,2011-09-22 04:23:40,1,64,1.6
Foster NB,1363,2011-09-22 04:24:00,0,,1.6
Foster NB,1363,2011-09-22 04:24:20,1,50,1.6
Foster NB,1363,2011-09-22 04:24:40,1,64,1.6
Foster NB,1363,2011-09-22 04:25:00,0,,1.6
Foster NB,1363,2011-09-22 04:25:20,2,50,1.6
Foster NB,1363,2011-09-22 04:25:40,0,,1.6
Foster NB,1363,2011-09-22 04:26:00,2,65,1.6
Foster NB,1363,2011-09-22 04:26:20,2,59,1.6
Foster NB,1363,2011-09-22 04:26:40,2,66,1.6
Foster NB,1363,2011-09-22 04:27:00,1,50,1.6
Foster NB,1363,2011-09-22 04:27:20,3,56,1.6
Foster NB,1363,2011-09-22 04:27:40,3,59,1.6
Foster NB,1363,2011-09-22 04:28:00,0,,1.6
Foster NB,1363,2011-09-22 04:28:20,1,54,1.6
Foster NB,1363,2011-09-22 04:28:40,1,51,1.6
Foster NB,1363,2011-09-22 04:29:00,3,55,1.6
Foster NB,1363,2011-09-22 04:29:20,0,0,1.6
Foster NB,1363,2011-09-22 04:29:40,4,56,1.6
Foster NB,1363,2011-09-22 04:30:00,2,57,1.6
Foster NB,1363,2011-09-22 04:30:20,1,67,1.6
Foster NB,1363,2011-09-22 04:30:40,2,58,1.6
Foster NB,1363,2011-09-22 04:31:00,2,57,1.6
Foster NB,1363,2011-09-22 04:31:20,1,64,1.6
Foster NB,1363,2011-09-22 04:31:40,1,68,1.6
Foster NB,1363,2011-09-22 04:32:00,3,50,1.6
Foster NB,1363,2011-09-22 04:32:20,2,66,1.6
Foster NB,1363,2011-09-22 04:32:40,1,68,1.6
Foster NB,1363,2011-09-22 04:33:00,4,57,1.6
Foster NB,1363,2011-09-22 04:33:20,1,50,1.6
Foster NB,1363,2011-09-22 04:33:40,2,49,1.6
Foster NB,1363,2011-09-22 04:34:00,1,64,1.6
Foster NB,1363,2011-09-22 04:34:20,3,61,1.6
Foster NB,1363,2011-09-22 04:34:40,0,,1.6
Foster NB,1363,2011-09-22 04:35:00,2,76,1.6
Foster NB,1363,2011-09-22 04:35:20,2,57,1.6
Foster NB,1363,2011-09-22 04:35:40,2,59,1.6
Foster NB,1363,2011-09-22 04:36:00,1,50,1.6
Foster NB,1363,2011-09-22 04:36:20,3,61,1.6
Foster NB,1363,2011-09-22 04:36:40,1,64,1.6
Foster NB,1363,2011-09-22 04:37:00,1,68,1.6
Foster NB,1363,2011-09-22 04:37:20,2,50,1.6
Foster NB,1363,2011-09-22 04:37:40,0,,1.6
Foster NB,1363,2011-09-22 04:38:00,2,65,1.6
Foster NB,1363,2011-09-22 04:38:20,2,50,1.6
Foster NB,1363,2011-09-22 04:38:40,1,67,1.6
Foster NB,1363,2011-09-22 04:39:00,1,68,1.6
Foster NB,1363,2011-09-22 04:39:20,3,61,1.6
Foster NB,1363,2011-09-22 04:39:40,2,44,1.6
Foster NB,1363,2011-09-22 04:40:00,2,66,1.6
Foster NB,1363,2011-09-22 04:40:20,2,58,1.6
Foster NB,1363,2011-09-22 04:40:40,2,59,1.6
Foster NB,1363,2011-09-22 04:41:00,,,1.6
Foster NB,1363,2011-09-22 04:41:20,1,0,1.6
Foster NB,1363,2011-09-22 04:41:40,2,57,1.6
Foster NB,1363,2011-09-22 04:42:00,2,57,1.6
Foster NB,1363,2011-09-22 04:42:20,2,59,1.6
Foster NB,1363,2011-09-22 04:42:40,2,58,1.6
Foster NB,1363,2011-09-22 04:43:00,4,67,1.6
Foster NB,1363,2011-09-22 04:43:20,0,,1.6
Foster NB,1363,2011-09-22 04:43:40,0,,1.6
Foster NB,1363,2011-09-22 04:44:00,3,77,1.6
Foster NB,1363,2011-09-22 04:44:20,2,50,1.6
Foster NB,1363,2011-09-22 04:44:40,2,68,1.6
Foster NB,1363,2011-09-22 04:45:00,2,58,1.6
Foster NB,1363,2011-09-22 04:45:20,2,49,1.6
Foster NB,1363,2011-09-22 04:45:40,1,67,1.6
Foster NB,1363,2011-09-22 04:46:00,1,49,1.6
Foster NB,1363,2011-09-22 04:46:20,1,50,1.6
Foster NB,1363,2011-09-22 04:46:40,1,50,1.6
Foster NB,1363,2011-09-22 04:47:00,3,61,1.6
Foster NB,1363,2011-09-22 04:47:20,2,51,1.6
Foster NB,1363,2011-09-22 04:47:40,4,56,1.6
Foster NB,1363,2011-09-22 04:48:00,1,64,1.6
Foster NB,1363,2011-09-22 04:48:20,2,58,1.6
Foster NB,1363,2011-09-22 04:48:40,1,64,1.6
Foster NB,1363,2011-09-22 04:49:00,3,61,1.6
Foster NB,1363,2011-09-22 04:49:20,2,51,1.6
Foster NB,1363,2011-09-22 04:49:40,2,57,1.6
Foster NB,1363,2011-09-22 04:50:00,2,61,1.6
Foster NB,1363,2011-09-22 04:50:20,1,50,1.6
Foster NB,1363,2011-09-22 04:50:40,4,56,1.6
Foster NB,1363,2011-09-22 04:51:00,2,66,1.6
Foster NB,1363,2011-09-22 04:51:20,2,50,1.6
Foster NB,1363,2011-09-22 04:51:40,2,66,1.6
Foster NB,1363,2011-09-22 04:52:00,2,67,1.6
Foster NB,1363,2011-09-22 04:52:20,3,61,1.6
Foster NB,1363,2011-09-22 04:52:40,1,68,1.6
Foster NB,1363,2011-09-22 04:53:00,2,68,1.6
Foster NB,1363,2011-09-22 04:53:20,1,68,1.6
Foster NB,1363,2011-09-22 04:53:40,6,57,1.6
Foster NB,1363,2011-09-22 04:54:00,1,64,1.6
Foster NB,1363,2011-09-22 04:54:20,1,0,1.6
Foster NB,1363,2011-09-22 04:54:40,0,,1.6
Foster NB,1363,2011-09-22 04:55:00,2,68,1.6
Foster NB,1363,2011-09-22 04:55:20,3,65,1.6
Foster NB,1363,2011-09-22 04:55:40,1,50,1.6
Foster NB,1363,2011-09-22 04:56:00,2,67,1.6
Foster NB,1363,2011-09-22 04:56:20,0,,1.6
Foster NB,1363,2011-09-22 04:56:40,4,65,1.6
Foster NB,1363,2011-09-22 04:57:00,1,50,1.6
Foster NB,1363,2011-09-22 04:57:20,1,49,1.6
Foster NB,1363,2011-09-22 04:57:40,1,68,1.6
Foster NB,1363,2011-09-22 04:58:00,1,50,1.6
Foster NB,1363,2011-09-22 04:58:20,1,50,1.6
Foster NB,1363,2011-09-22 04:58:40,3,53,1.6
Foster NB,1363,2011-09-22 04:59:00,0,,1.6
Foster NB,1363,2011-09-22 04:59:20,0,,1.6
Foster NB,1363,2011-09-22 04:59:40,2,51,1.6
Foster NB,1363,2011-09-22 05:00:00,1,50,1.6
Foster NB,1363,2011-09-22 05:00:20,3,61,1.6
Foster NB,1363,2011-09-22 05:00:40,1,73,1.6
Foster NB,1363,2011-09-22 05:01:00,1,67,1.6
Foster NB,1363,2011-09-22 05:01:20,2,67,1.6
Foster NB,1363,2011-09-22 05:01:40,3,60,1.6
Foster NB,1363,2011-09-22 05:02:00,3,61,1.6
Foster NB,1363,2011-09-22 05:02:20,2,59,1.6
Foster NB,1363,2011-09-22 05:02:40,3,60,1.6
Foster NB,1363,2011-09-22 05:03:00,1,64,1.6
Foster NB,1363,2011-09-22 05:03:20,1,67,1.6
Foster NB,1363,2011-09-22 05:03:40,5,55,1.6
Foster NB,1363,2011-09-22 05:04:00,1,64,1.6
Foster NB,1363,2011-09-22 05:04:20,3,67,1.6
Foster NB,1363,2011-09-22 05:04:40,0,,1.6
Foster NB,1363,2011-09-22 05:05:00,1,50,1.6
Foster NB,1363,2011-09-22 05:05:20,2,54,1.6
Foster NB,1363,2011-09-22 05:05:40,2,59,1.6
Foster NB,1363,2011-09-22 05:06:00,1,51,1.6
Foster NB,1363,2011-09-22 05:06:20,0,,1.6
Foster NB,1363,2011-09-22 05:06:40,3,53,1.6
Foster NB,1363,2011-09-22 05:07:00,2,55,1.6
Foster NB,1363,2011-09-22 05:07:20,1,68,1.6
Foster NB,1363,2011-09-22 05:07:40,1,59,1.6
Foster NB,1363,2011-09-22 05:08:00,0,,1.6
Foster NB,1363,2011-09-22 05:08:20,4,55,1.6
Foster NB,1363,2011-09-22 05:08:40,1,63,1.6
Foster NB,1363,2011-09-22 05:09:00,2,45,1.6
Foster NB,1363,2011-09-22 05:09:20,3,50,1.6
Foster NB,1363,2011-09-22 05:09:40,4,56,1.6
Foster NB,1363,2011-09-22 05:10:00,2,59,1.6
Foster NB,1363,2011-09-22 05:10:20,2,58,1.6
Foster NB,1363,2011-09-22 05:10:40,4,62,1.6
Foster NB,1363,2011-09-22 05:11:00,2,65,1.6
Foster NB,1363,2011-09-22 05:11:20,,,1.6
Foster NB,1363,2011-09-22 05:11:40,1,64,1.6
Foster NB,1363,2011-09-22 05:12:00,2,73,1.6
Foster NB,1363,2011-09-22 05:12:20,2,63,1.6
Foster NB,1363,2011-09-22 05:12:40,0,,1.6
Foster NB,1363,2011-09-22 05:13:00,2,74,1.6
Foster NB,1363,2011-09-22 05:13:20,1,51,1.6
Foster NB,1363,2011-09-22 05:13:40,1,50,1.6
Foster NB,1363,2011-09-22 05:14:00,1,53,1.6
Foster NB,1363,2011-09-22 05:14:20,1,57,1.6
Foster NB,1363,2011-09-22 05:14:40,1,67,1.6
Foster NB,1363,2011-09-22 05:15:00,1,69,1.6
Foster NB,1363,2011-09-22 05:15:20,4,64,1.6
Foster NB,1363,2011-09-22 05:15:40,1,64,1.6
Foster NB,1363,2011-09-22 05:16:00,3,66,1.6
Foster NB,1363,2011-09-22 05:16:20,2,50,1.6
Foster NB,1363,2011-09-22 05:16:40,1,68,1.6
Foster NB,1363,2011-09-22 05:17:00,4,61,1.6
Foster NB,1363,2011-09-22 05:17:20,2,58,1.6
Foster NB,1363,2011-09-22 05:17:40,3,62,1.6
Foster NB,1363,2011-09-22 05:18:00,2,67,1.6
Foster NB,1363,2011-09-22 05:18:20,3,52,1.6
Foster NB,1363,2011-09-22 05:18:40,2,67,1.6
Foster NB,1363,2011-09-22 05:19:00,6,48,1.6
Foster NB,1363,2011-09-22 05:19:20,2,66,1.6
Foster NB,1363,2011-09-22 05:19:40,5,55,1.6
Foster NB,1363,2011-09-22 05:20:00,1,50,1.6
Foster NB,1363,2011-09-22 05:20:20,2,59,1.6
Foster NB,1363,2011-09-22 05:20:40,3,55,1.6
Foster NB,1363,2011-09-22 05:21:00,2,68,1.6
Foster NB,1363,2011-09-22 05:21:20,2,53,1.6
Foster NB,1363,2011-09-22 05:21:40,3,58,1.6
Foster NB,1363,2011-09-22 05:22:00,3,54,1.6
Foster NB,1363,2011-09-22 05:22:20,2,50,1.6
Foster NB,1363,2011-09-22 05:22:40,1,72,1.6
Foster NB,1363,2011-09-22 05:23:00,3,53,1.6
Foster NB,1363,2011-09-22 05:23:20,2,47,1.6
Foster NB,1363,2011-09-22 05:23:40,2,57,1.6
Foster NB,1363,2011-09-22 05:24:00,1,62,1.6
Foster NB,1363,2011-09-22 05:24:20,2,54,1.6
Foster NB,1363,2011-09-22 05:24:40,3,62,1.6
Foster NB,1363,2011-09-22 05:25:00,2,54,1.6
Foster NB,1363,2011-09-22 05:25:20,3,56,1.6
Foster NB,1363,2011-09-22 05:25:40,4,59,1.6
Foster NB,1363,2011-09-22 05:26:00,3,55,1.6
Foster NB,1363,2011-09-22 05:26:20,4,68,1.6
Foster NB,1363,2011-09-22 05:26:40,1,67,1.6
Foster NB,1363,2011-09-22 05:27:00,3,68,1.6
Foster NB,1363,2011-09-22 05:27:20,3,41,1.6
Foster NB,1363,2011-09-22 05:27:40,1,68,1.6
Foster NB,1363,2011-09-22 05:28:00,4,58,1.6
Foster NB,1363,2011-09-22 05:28:20,0,,1.6
Foster NB,1363,2011-09-22 05:28:40,3,64,1.6
Foster NB,1363,2011-09-22 05:29:00,2,67,1.6
Foster NB,1363,2011-09-22 05:29:20,0,,1.6
Foster NB,1363,2011-09-22 05:29:40,2,44,1.6
Foster NB,1363,2011-09-22 05:30:00,5,71,1.6
Foster NB,1363,2011-09-22 05:30:20,1,49,1.6
Foster NB,1363,2011-09-22 05:30:40,2,55,1.6
Foster NB,1363,2011-09-22 05:31:00,5,65,1.6
Foster NB,1363,2011-09-22 05:31:20,4,52,1.6
Foster NB,1363,2011-09-22 05:31:40,1,67,1.6
Foster NB,1363,2011-09-22 05:32:00,3,53,1.6
Foster NB,1363,2011-09-22 05:32:20,2,48,1.6
Foster NB,1363,2011-09-22 05:32:40,3,75,1.6
Foster NB,1363,2011-09-22 05:33:00,4,54,1.6
Foster NB,1363,2011-09-22 05:33:20,2,50,1.6
Foster NB,1363,2011-09-22 05:33:40,4,59,1.6
Foster NB,1363,2011-09-22 05:34:00,2,67,1.6
Foster NB,1363,2011-09-22 05:34:20,4,50,1.6
Foster NB,1363,2011-09-22 05:34:40,1,67,1.6
Foster NB,1363,2011-09-22 05:35:00,5,53,1.6
Foster NB,1363,2011-09-22 05:35:20,2,57,1.6
Foster NB,1363,2011-09-22 05:35:40,3,56,1.6
Foster NB,1363,2011-09-22 05:36:00,2,58,1.6
Foster NB,1363,2011-09-22 05:36:20,1,54,1.6
Foster NB,1363,2011-09-22 05:36:40,1,52,1.6
Foster NB,1363,2011-09-22 05:37:00,5,58,1.6
Foster NB,1363,2011-09-22 05:37:20,3,36,1.6
Foster NB,1363,2011-09-22 05:37:40,4,58,1.6
Foster NB,1363,2011-09-22 05:38:00,3,51,1.6
Foster NB,1363,2011-09-22 05:38:20,3,47,1.6
Foster NB,1363,2011-09-22 05:38:40,4,55,1.6
Foster NB,1363,2011-09-22 05:39:00,3,57,1.6
Foster NB,1363,2011-09-22 05:39:20,5,64,1.6
Foster NB,1363,2011-09-22 05:39:40,4,58,1.6
Foster NB,1363,2011-09-22 05:40:00,2,65,1.6
Foster NB,1363,2011-09-22 05:40:20,2,66,1.6
Foster NB,1363,2011-09-22 05:40:40,4,72,1.6
Foster NB,1363,2011-09-22 05:41:00,3,57,1.6
Foster NB,1363,2011-09-22 05:41:20,5,52,1.6
Foster NB,1363,2011-09-22 05:41:40,6,58,1.6
Foster NB,1363,2011-09-22 05:42:00,3,52,1.6
Foster NB,1363,2011-09-22 05:42:20,1,68,1.6
Foster NB,1363,2011-09-22 05:42:40,1,44,1.6
Foster NB,1363,2011-09-22 05:43:00,6,54,1.6
Foster NB,1363,2011-09-22 05:43:20,3,58,1.6
Foster NB,1363,2011-09-22 05:43:40,2,56,1.6
Foster NB,1363,2011-09-22 05:44:00,4,59,1.6
Foster NB,1363,2011-09-22 05:44:20,4,55,1.6
Foster NB,1363,2011-09-22 05:44:40,4,55,1.6
Foster NB,1363,2011-09-22 05:45:00,2,31,1.6
Foster NB,1363,2011-09-22 05:45:20,2,58,1.6
Foster NB,1363,2011-09-22 05:45:40,0,,1.6
Foster NB,1363,2011-09-22 05:46:00,2,57,1.6
Foster NB,1363,2011-09-22 05:46:20,3,66,1.6
Foster NB,1363,2011-09-22 05:46:40,7,46,1.6
Foster NB,1363,2011-09-22 05:47:00,2,62,1.6
Foster NB,1363,2011-09-22 05:47:20,1,0,1.6
Foster NB,1363,2011-09-22 05:47:40,4,65,1.6
Foster NB,1363,2011-09-22 05:48:00,3,68,1.6
Foster NB,1363,2011-09-22 05:48:20,5,56,1.6
Foster NB,1363,2011-09-22 05:48:40,2,49,1.6
Foster NB,1363,2011-09-22 05:49:00,3,70,1.6
Foster NB,1363,2011-09-22 05:49:20,6,56,1.6
Foster NB,1363,2011-09-22 05:49:40,2,56,1.6
Foster NB,1363,2011-09-22 05:50:00,4,41,1.6
Foster NB,1363,2011-09-22 05:50:20,2,55,1.6
Foster NB,1363,2011-09-22 05:50:40,2,59,1.6
Foster NB,1363,2011-09-22 05:51:00,2,62,1.6
Foster NB,1363,2011-09-22 05:51:20,5,61,1.6
Foster NB,1363,2011-09-22 05:51:40,1,50,1.6
Foster NB,1363,2011-09-22 05:52:00,4,63,1.6
Foster NB,1363,2011-09-22 05:52:20,3,68,1.6
Foster NB,1363,2011-09-22 05:52:40,1,64,1.6
Foster NB,1363,2011-09-22 05:53:00,4,58,1.6
Foster NB,1363,2011-09-22 05:53:20,5,58,1.6
Foster NB,1363,2011-09-22 05:53:40,4,54,1.6
Foster NB,1363,2011-09-22 05:54:00,1,64,1.6
Foster NB,1363,2011-09-22 05:54:20,3,50,1.6
Foster NB,1363,2011-09-22 05:54:40,6,57,1.6
Foster NB,1363,2011-09-22 05:55:00,2,67,1.6
Foster NB,1363,2011-09-22 05:55:20,2,27,1.6
Foster NB,1363,2011-09-22 05:55:40,3,59,1.6
Foster NB,1363,2011-09-22 05:56:00,0,,1.6
Foster NB,1363,2011-09-22 05:56:20,2,65,1.6
Foster NB,1363,2011-09-22 05:56:40,3,61,1.6
Foster NB,1363,2011-09-22 05:57:00,3,56,1.6
Foster NB,1363,2011-09-22 05:57:20,2,69,1.6
Foster NB,1363,2011-09-22 05:57:40,5,58,1.6
Foster NB,1363,2011-09-22 05:58:00,2,62,1.6
Foster NB,1363,2011-09-22 05:58:20,2,65,1.6
Foster NB,1363,2011-09-22 05:58:40,3,64,1.6
Foster NB,1363,2011-09-22 05:59:00,3,60,1.6
Foster NB,1363,2011-09-22 05:59:20,3,55,1.6
Foster NB,1363,2011-09-22 05:59:40,4,43,1.6
Foster NB,1363,2011-09-22 06:00:00,2,60,1.6
Foster NB,1363,2011-09-22 06:00:20,0,,1.6
Foster NB,1363,2011-09-22 06:00:40,0,,1.6
Foster NB,1363,2011-09-22 06:01:00,2,53,1.6
Foster NB,1363,2011-09-22 06:01:20,3,50,1.6
Foster NB,1363,2011-09-22 06:01:40,3,54,1.6
Foster NB,1363,2011-09-22 06:02:00,3,56,1.6
Foster NB,1363,2011-09-22 06:02:20,4,54,1.6
Foster NB,1363,2011-09-22 06:02:40,2,59,1.6
Foster NB,1363,2011-09-22 06:03:00,3,38,1.6
Foster NB,1363,2011-09-22 06:03:20,1,67,1.6
Foster NB,1363,2011-09-22 06:03:40,3,61,1.6
Foster NB,1363,2011-09-22 06:04:00,3,64,1.6
Foster NB,1363,2011-09-22 06:04:20,3,70,1.6
Foster NB,1363,2011-09-22 06:04:40,5,51,1.6
Foster NB,1363,2011-09-22 06:05:00,4,57,1.6
Foster NB,1363,2011-09-22 06:05:20,0,0,1.6
Foster NB,1363,2011-09-22 06:05:40,7,50,1.6
Foster NB,1363,2011-09-22 06:06:00,6,43,1.6
Foster NB,1363,2011-09-22 06:06:20,1,68,1.6
Foster NB,1363,2011-09-22 06:06:40,5,48,1.6
Foster NB,1363,2011-09-22 06:07:00,2,58,1.6
Foster NB,1363,2011-09-22 06:07:20,,,1.6
Foster NB,1363,2011-09-22 06:07:40,1,52,1.6
Foster NB,1363,2011-09-22 06:08:00,4,54,1.6
Foster NB,1363,2011-09-22 06:08:20,5,54,1.6
Foster NB,1363,2011-09-22 06:08:40,3,53,1.6
Foster NB,1363,2011-09-22 06:09:00,3,68,1.6
Foster NB,1363,2011-09-22 06:09:20,8,50,1.6
Foster NB,1363,2011-09-22 06:09:40,1,76,1.6
Foster NB,1363,2011-09-22 06:10:00,2,64,1.6
Foster NB,1363,2011-09-22 06:10:20,2,33,1.6
Foster NB,1363,2011-09-22 06:10:40,6,57,1.6
Foster NB,1363,2011-09-22 06:11:00,5,64,1.6
Foster NB,1363,2011-09-22 06:11:20,4,67,1.6
Foster NB,1363,2011-09-22 06:11:40,5,54,1.6
Foster NB,1363,2011-09-22 06:12:00,1,68,1.6
Foster NB,1363,2011-09-22 06:12:20,5,59,1.6
Foster NB,1363,2011-09-22 06:12:40,4,64,1.6
Foster NB,1363,2011-09-22 06:13:00,4,60,1.6
Foster NB,1363,2011-09-22 06:13:20,2,33,1.6
Foster NB,1363,2011-09-22 06:13:40,5,58,1.6
Foster NB,1363,2011-09-22 06:14:00,5,56,1.6
Foster NB,1363,2011-09-22 06:14:20,3,45,1.6
Foster NB,1363,2011-09-22 06:14:40,6,56,1.6
Foster NB,1363,2011-09-22 06:15:00,5,63,1.6
Foster NB,1363,2011-09-22 06:15:20,4,55,1.6
Foster NB,1363,2011-09-22 06:15:40,5,50,1.6
Foster NB,1363,2011-09-22 06:16:00,5,49,1.6
Foster NB,1363,2011-09-22 06:16:20,4,61,1.6
Foster NB,1363,2011-09-22 06:16:40,4,54,1.6
Foster NB,1363,2011-09-22 06:17:00,3,65,1.6
Foster NB,1363,2011-09-22 06:17:20,9,57,1.6
Foster NB,1363,2011-09-22 06:17:40,4,61,1.6
Foster NB,1363,2011-09-22 06:18:00,5,58,1.6
Foster NB,1363,2011-09-22 06:18:20,6,56,1.6
Foster NB,1363,2011-09-22 06:18:40,3,47,1.6
Foster NB,1363,2011-09-22 06:19:00,2,59,1.6
Foster NB,1363,2011-09-22 06:19:20,5,58,1.6
Foster NB,1363,2011-09-22 06:19:40,2,41,1.6
Foster NB,1363,2011-09-22 06:20:00,6,53,1.6
Foster NB,1363,2011-09-22 06:20:20,4,56,1.6
Foster NB,1363,2011-09-22 06:20:40,3,46,1.6
Foster NB,1363,2011-09-22 06:21:00,6,56,1.6
Foster NB,1363,2011-09-22 06:21:20,4,55,1.6
Foster NB,1363,2011-09-22 06:21:40,1,50,1.6
Foster NB,1363,2011-09-22 06:22:00,4,47,1.6
Foster NB,1363,2011-09-22 06:22:20,3,54,1.6
Foster NB,1363,2011-09-22 06:22:40,5,58,1.6
Foster NB,1363,2011-09-22 06:23:00,4,52,1.6
Foster NB,1363,2011-09-22 06:23:20,4,46,1.6
Foster NB,1363,2011-09-22 06:23:40,5,57,1.6
Foster NB,1363,2011-09-22 06:24:00,5,58,1.6
Foster NB,1363,2011-09-22 06:24:20,4,61,1.6
Foster NB,1363,2011-09-22 06:24:40,4,53,1.6
Foster NB,1363,2011-09-22 06:25:00,9,54,1.6
Foster NB,1363,2011-09-22 06:25:20,4,55,1.6
Foster NB,1363,2011-09-22 06:25:40,3,52,1.6
Foster NB,1363,2011-09-22 06:26:00,3,60,1.6
Foster NB,1363,2011-09-22 06:26:20,4,45,1.6
Foster NB,1363,2011-09-22 06:26:40,5,54,1.6
Foster NB,1363,2011-09-22 06:27:00,4,52,1.6
Foster NB,1363,2011-09-22 06:27:20,3,57,1.6
Foster NB,1363,2011-09-22 06:27:40,4,51,1.6
Foster NB,1363,2011-09-22 06:28:00,4,53,1.6
Foster NB,1363,2011-09-22 06:28:20,7,58,1.6
Foster NB,1363,2011-09-22 06:28:40,3,56,1.6
Foster NB,1363,2011-09-22 06:29:00,4,65,1.6
Foster NB,1363,2011-09-22 06:29:20,7,57,1.6
Foster NB,1363,2011-09-22 06:29:40,4,58,1.6
Foster NB,1363,2011-09-22 06:30:00,4,63,1.6
Foster NB,1363,2011-09-22 06:30:20,6,58,1.6
Foster NB,1363,2011-09-22 06:30:40,2,45,1.6
Foster NB,1363,2011-09-22 06:31:00,3,59,1.6
Foster NB,1363,2011-09-22 06:31:20,5,52,1.6
Foster NB,1363,2011-09-22 06:31:40,8,55,1.6
Foster NB,1363,2011-09-22 06:32:00,5,62,1.6
Foster NB,1363,2011-09-22 06:32:20,8,58,1.6
Foster NB,1363,2011-09-22 06:32:40,3,67,1.6
Foster NB,1363,2011-09-22 06:33:00,3,66,1.6
Foster NB,1363,2011-09-22 06:33:20,4,52,1.6
Foster NB,1363,2011-09-22 06:33:40,7,46,1.6
Foster NB,1363,2011-09-22 06:34:00,6,56,1.6
Foster NB,1363,2011-09-22 06:34:20,5,53,1.6
Foster NB,1363,2011-09-22 06:34:40,6,60,1.6
Foster NB,1363,2011-09-22 06:35:00,7,58,1.6
Foster NB,1363,2011-09-22 06:35:20,5,68,1.6
Foster NB,1363,2011-09-22 06:35:40,6,49,1.6
Foster NB,1363,2011-09-22 06:36:00,9,45,1.6
