1361,2011-09-22 00:00:00,,1
1361,2011-09-22 00:00:00,,1
1361,2011-09-22 00:00:00,,1
1361,2011-09-22 00:01:00,,1
1361,2011-09-22 00:01:00,,1
1361,2011-09-22 00:01:00,,1
1361,2011-09-22 00:02:00,,1
1361,2011-09-22 00:02:00,,1
1361,2011-09-22 00:02:00,,1
1361,2011-09-22 00:03:00,,1
1361,2011-09-22 00:03:00,,1
1361,2011-09-22 00:03:00,,1
1361,2011-09-22 00:04:00,,1
1361,2011-09-22 00:04:00,64,1
1361,2011-09-22 00:04:00,50,1
1361,2011-09-22 00:05:00,,1
1361,2011-09-22 00:05:00,,1
1361,2011-09-22 00:05:00,,1
1361,2011-09-22 00:06:00,,1
1361,2011-09-22 00:06:00,67,1
1361,2011-09-22 00:06:00,68,1
1361,2011-09-22 00:07:00,,1
1361,2011-09-22 00:07:00,,1
1361,2011-09-22 00:07:00,67,1
1361,2011-09-22 00:08:00,,1
1361,2011-09-22 00:08:00,,1
1361,2011-09-22 00:08:00,,1
1361,2011-09-22 00:09:00,,1
1361,2011-09-22 00:09:00,59,1
1361,2011-09-22 00:09:00,,1
1361,2011-09-22 00:10:00,97,1
1361,2011-09-22 00:10:00,,1
1361,2011-09-22 00:10:00,,1
1361,2011-09-22 00:11:00,,1
1361,2011-09-22 00:11:00,,1
1361,2011-09-22 00:11:00,,1
1361,2011-09-22 00:12:00,67,1
1361,2011-09-22 00:12:00,67,1
1361,2011-09-22 00:12:00,,1
1361,2011-09-22 00:13:00,,1
1361,2011-09-22 00:13:00,68,1
1361,2011-09-22 00:13:00,,1
1361,2011-09-22 00:14:00,,1
1361,2011-09-22 00:14:00,,1
1361,2011-09-22 00:14:00,,1
1361,2011-09-22 00:15:00,50,1
1361,2011-09-22 00:15:00,68,1
1361,2011-09-22 00:15:00,,1
1361,2011-09-22 00:16:00,51,1
1361,2011-09-22 00:16:00,,1
1361,2011-09-22 00:16:00,67,1
1361,2011-09-22 00:17:00,,1
1361,2011-09-22 00:17:00,67,1
1361,2011-09-22 00:17:00,,1
1361,2011-09-22 00:18:00,50,1
1361,2011-09-22 00:18:00,,1
1361,2011-09-22 00:18:00,,1
1361,2011-09-22 00:19:00,,1
1361,2011-09-22 00:19:00,,1
1361,2011-09-22 00:19:00,,1
1361,2011-09-22 00:20:00,58,1
1361,2011-09-22 00:20:00,,1
1361,2011-09-22 00:20:00,50,1
1361,2011-09-22 00:21:00,,1
1361,2011-09-22 00:21:00,47,1
1361,2011-09-22 00:21:00,,1
1361,2011-09-22 00:22:00,59,1
1361,2011-09-22 00:22:00,,1
1361,2011-09-22 00:22:00,68,1
1361,2011-09-22 00:23:00,67,1
1361,2011-09-22 00:23:00,68,1
1361,2011-09-22 00:23:00,,1
1361,2011-09-22 00:24:00,,1
1361,2011-09-22 00:24:00,,1
1361,2011-09-22 00:24:00,,1
1361,2011-09-22 00:25:00,,1
1361,2011-09-22 00:25:00,,1
1361,2011-09-22 00:25:00,,1
1361,2011-09-22 00:26:00,67,1
1361,2011-09-22 00:26:00,,1
1361,2011-09-22 00:26:00,,1
1361,2011-09-22 00:27:00,,1
1361,2011-09-22 00:27:00,50,1
1361,2011-09-22 00:27:00,,1
1361,2011-09-22 00:28:00,59,1
1361,2011-09-22 00:28:00,,1
1361,2011-09-22 00:28:00,67,1
1361,2011-09-22 00:29:00,,1
1361,2011-09-22 00:29:00,0,1
1361,2011-09-22 00:29:00,,1
1361,2011-09-22 00:30:00,,1
1361,2011-09-22 00:30:00,,1
1361,2011-09-22 00:30:00,64,1
1361,2011-09-22 00:31:00,64,1
1361,2011-09-22 00:31:00,67,1
1361,2011-09-22 00:31:00,,1
1361,2011-09-22 00:32:00,,1
1361,2011-09-22 00:32:00,64,1
1361,2011-09-22 00:32:00,,1
1361,2011-09-22 00:33:00,67,1
1361,2011-09-22 00:33:00,,1
1361,2011-09-22 00:33:00,,1
1361,2011-09-22 00:34:00,,1
1361,2011-09-22 00:34:00,,1
1361,2011-09-22 00:34:00,,1
1361,2011-09-22 00:35:00,,1
1361,2011-09-22 00:35:00,67,1
1361,2011-09-22 00:35:00,68,1
1361,2011-09-22 00:36:00,,1
1361,2011-09-22 00:36:00,,1
1361,2011-09-22 00:36:00,27,1
1361,2011-09-22 00:37:00,,1
1361,2011-09-22 00:37:00,64,1
1361,2011-09-22 00:37:00,,1
1361,2011-09-22 00:38:00,,1
1361,2011-09-22 00:38:00,,1
1361,2011-09-22 00:38:00,,1
1361,2011-09-22 00:39:00,67,1
1361,2011-09-22 00:39:00,,1
1361,2011-09-22 00:39:00,66,1
1361,2011-09-22 00:40:00,,1
1361,2011-09-22 00:40:00,64,1
1361,2011-09-22 00:40:00,61,1
1361,2011-09-22 00:41:00,58,1
1361,2011-09-22 00:41:00,,1
1361,2011-09-22 00:41:00,,1
1361,2011-09-22 00:42:00,,1
1361,2011-09-22 00:42:00,65,1
1361,2011-09-22 00:42:00,,1
1361,2011-09-22 00:43:00,,1
1361,2011-09-22 00:43:00,,1
1361,2011-09-22 00:43:00,,1
1361,2011-09-22 00:44:00,50,1
1361,2011-09-22 00:44:00,67,1
1361,2011-09-22 00:44:00,,1
1361,2011-09-22 00:45:00,68,1
1361,2011-09-22 00:45:00,,1
1361,2011-09-22 00:45:00,,1
1361,2011-09-22 00:46:00,,1
1361,2011-09-22 00:46:00,,1
1361,2011-09-22 00:46:00,0,1
1361,2011-09-22 00:47:00,,1
1361,2011-09-22 00:47:00,,1
1361,2011-09-22 00:47:00,,1
1361,2011-09-22 00:48:00,,1
1361,2011-09-22 00:48:00,,1
1361,2011-09-22 00:48:00,,1
1361,2011-09-22 00:49:00,,1
1361,2011-09-22 00:49:00,66,1
1361,2011-09-22 00:49:00,67,1
1361,2011-09-22 00:50:00,,1
1361,2011-09-22 00:50:00,67,1
1361,2011-09-22 00:50:00,,1
1361,2011-09-22 00:51:00,50,1
1361,2011-09-22 00:51:00,68,1
1361,2011-09-22 00:51:00,,1
1361,2011-09-22 00:52:00,,1
1361,2011-09-22 00:52:00,,1
1361,2011-09-22 00:52:00,,1
1361,2011-09-22 00:53:00,50,1
1361,2011-09-22 00:53:00,,1
1361,2011-09-22 00:53:00,,1
1361,2011-09-22 00:54:00,67,1
1361,2011-09-22 00:54:00,,1
1361,2011-09-22 00:54:00,,1
1361,2011-09-22 00:55:00,67,1
1361,2011-09-22 00:55:00,,1
1361,2011-09-22 00:55:00,,1
1361,2011-09-22 00:56:00,,1
1361,2011-09-22 00:56:00,,1
1361,2011-09-22 00:56:00,67,1
1361,2011-09-22 00:57:00,,1
1361,2011-09-22 00:57:00,,1
1361,2011-09-22 00:57:00,,1
1361,2011-09-22 00:58:00,68,1
1361,2011-09-22 00:58:00,,1
1361,2011-09-22 00:58:00,,1
1361,2011-09-22 00:59:00,,1
1361,2011-09-22 00:59:00,,1
1361,2011-09-22 00:59:00,,1
1361,2011-09-22 01:00:00,68,1
1361,2011-09-22 01:00:00,,1
1361,2011-09-22 01:00:00,,1
1361,2011-09-22 01:01:00,67,1
1361,2011-09-22 01:01:00,,1
1361,2011-09-22 01:01:00,68,1
1361,2011-09-22 01:02:00,,1
1361,2011-09-22 01:02:00,,1
1361,2011-09-22 01:02:00,,1
1361,2011-09-22 01:03:00,68,1
1361,2011-09-22 01:03:00,,1
1361,2011-09-22 01:03:00,,1
1361,2011-09-22 01:04:00,68,1
1361,2011-09-22 01:04:00,,1
1361,2011-09-22 01:04:00,,1
1361,2011-09-22 01:05:00,,1
1361,2011-09-22 01:05:00,,1
1361,2011-09-22 01:05:00,,1
1361,2011-09-22 01:06:00,47,1
1361,2011-09-22 01:06:00,,1
1361,2011-09-22 01:06:00,,1
1361,2011-09-22 01:07:00,,1
1361,2011-09-22 01:07:00,,1
1361,2011-09-22 01:07:00,72,1
1361,2011-09-22 01:08:00,,1
1361,2011-09-22 01:08:00,97,1
