speed,key
0,da639ded-2f9f-4530-860b-8cc5762a1736
0,d5c992d8-5d8e-4022-9b86-f6e026dc6b61
0,d21023db-7aad-477c-9525-ed95a05417f1
0,fb6644f0-c315-488b-af4a-16a31c425c4d
0,fa117266-7abf-43bc-b335-5b6f092960e1
0,61e1827c-9794-4d41-8753-cf51850053d3
0,34410af6-d24e-4c56-94a1-8352993588f3
0,7992d77c-4d61-4c59-95d7-8ea746c835e0
0,e16fc01f-754c-476e-86cf-9b3304e942b3
0,ac224755-d4f9-439f-84e2-00ab118b6aa1
0,8f024f8a-5c2b-4c24-b3ca-6f99a0552085
0,10c40057-7b15-4c46-aef3-109fdc696bf1
0,93166cbd-a19f-4674-8b19-8d493b1886c0
0,e196000c-2a75-4f13-9b35-b3bf2bc8e236
0,cde97542-e744-404b-9d91-b730bc039c47
0,f575bea8-de74-459a-baf3-7c19f56a2e2f
0,b79b352c-2a66-4c02-944e-4e4801655228
0,83ac66f3-4c06-4608-8609-350ffb9da4ef
0,56000132-7710-45a6-a8cd-d1d9452de8b9
0,1e67696f-d945-42e5-abff-7e060ffc459c
0,1441118d-6957-43cf-a26f-625dcba569f9
0,dedf144f-10b2-4f31-91b0-6a2e988cd417
0,542e15ba-225b-4e2d-93f4-b72cc5f54efc
0,213661b0-5d81-4033-9322-1c729f4aba98
0,8534527b-a20c-4aff-b122-fda98f6d85f2
50,02b57150-8150-45de-af83-6b1395beb310
64,6c797c3e-fa1f-454b-80c7-55792cc4c771
0,bf1d2746-c266-4f4d-bf5c-9c7f49ec8d84
0,3409e62d-bcda-457f-92fc-2a3ce4cb85ae
0,2c66da14-2394-4e3b-b2f8-83a5ee14c3e5
0,a26ae3c9-4f1f-46ad-bb7e-1a97b7a32a04
0,2de295c1-7ad2-422b-8771-dc5a42ef7129
0,e8893eb6-3e01-4bac-9607-b3dcc780febe
0,2da45365-540c-44a6-82bb-e08c484a4b24
67,c55d189c-79dd-45be-8045-f3c51368082d
0,40aac1df-be6a-4e9a-bf8f-eaaab427c139
0,97565b2c-3d77-408f-9941-0b0ec0d2ffe9
0,62020fae-0ecb-4513-b992-a08f97b4b479
0,9b008738-a085-4d11-9927-70521934df73
0,000ee00c-b1ef-4173-922d-65cab0293635
0,0548a0bf-7de6-40d8-ad92-2e74f0bdc768
0,37bfca71-57b0-4390-abc6-3e527b724391
0,1a8023b2-2655-4b25-9386-f4c6f3272095
64,f19dd19b-a8b4-4ffb-ac80-899d7802209c
0,817e28f3-2d1f-46c9-9c34-ef43da226d72
68,7d303334-a25c-4b2b-990a-55eccff610f0
0,e1a98c39-9e65-4e39-8abb-72f33c524ad9
0,d936b23c-ee60-4d44-8c57-da5920cf5acf
0,f2409092-96c8-425f-a689-d6975817240c
0,5f24c112-9832-4886-a77b-0b7daadfc7a4
0,cdcca122-bc0a-4199-a576-faf52164ba00
0,395532f3-7a1e-4244-8fd6-cfc08fe6f969
0,60464148-8c30-47f9-95df-3b6c2ab61e31
0,ddeaee8e-e686-4760-8469-13a13b69c08b
0,ec9c7714-f14f-44b5-b903-90ccbe7e5516
0,85aeea3c-992e-4c80-a8e5-f213c69d69b2
50,e75c2e45-d67b-47b4-abdd-1aed2e5a046b
0,51928b69-6fa7-4af9-8e40-d14565f07afe
0,c1b532f9-19cb-4112-b271-51e16dca93b2
0,8a98502c-ad38-4286-b96c-52ebbda01216
0,5fb3dcf7-0a5f-48c4-83d3-a46e7d040780
68,da5f9a36-6d7f-4bff-b222-c622147ba408
0,1c3b4e17-93c4-4395-9663-712c6c14dbf9
0,b5b88600-bb87-42c3-b1cc-4fa6f170817e
0,d2d33b1d-62e0-4bf5-a3f0-9e24ed636cfd
0,efb098e4-8465-45f6-8a55-e8ced03c9512
0,30cbccd5-ba77-4e18-a4ef-914dcea9515f
0,8acddfeb-792b-4885-9e29-54ec59ab9e6d
0,4e842787-3a00-4c89-8233-5056794bdbbd
26,cc099b57-4a99-4e10-a3c8-c0098df9eeed
0,6c432981-1c27-4a76-879c-2f988cb1f715
0,d6e7bb1a-7ddd-465f-b107-d45d4adfa0ba
0,902a2aed-b295-4b11-a204-6b5a350a7bd4
50,0a05517f-df4b-4cda-b7b1-7e8b40392f74
0,a247ab95-360e-4fde-9138-4a2e46fe397b
